KB672413	AALBS	CDS	5	6664	.	-	0	AALB000001-RA	AALB000001-PA	AALB000001	AALBS:000001
KB672413	AALBS	CDS	19761802	19761891	.	-	0	AALB001088-RA	AALB001088-PA	AALB001088	AALBS:001088
KB672413	AALBS	CDS	19761482	19761734	.	-	0	AALB001088-RA	AALB001088-PA	AALB001088	AALBS:001088
KB672413	AALBS	CDS	19761124	19761389	.	-	2	AALB001088-RA	AALB001088-PA	AALB001088	AALBS:001088
KB672413	AALBS	CDS	19760818	19761052	.	-	0	AALB001088-RA	AALB001088-PA	AALB001088	AALBS:001088
KB672413	AALBS	CDS	19760641	19760736	.	-	2	AALB001088-RA	AALB001088-PA	AALB001088	AALBS:001088
KB672413	AALBS	CDS	19760387	19760559	.	-	2	AALB001088-RA	AALB001088-PA	AALB001088	AALBS:001088
KB672413	AALBS	CDS	19760216	19760317	.	-	0	AALB001088-RA	AALB001088-PA	AALB001088	AALBS:001088
KB672413	AALBS	CDS	19764888	19764890	.	+	0	AALB001089-RA	AALB001089-PA	AALB001089	AALBS:001089
KB672413	AALBS	CDS	19764951	19765468	.	+	0	AALB001089-RA	AALB001089-PA	AALB001089	AALBS:001089
KB672413	AALBS	CDS	19765530	19766025	.	+	1	AALB001089-RA	AALB001089-PA	AALB001089	AALBS:001089
KB672413	AALBS	CDS	19766090	19767448	.	+	0	AALB001089-RA	AALB001089-PA	AALB001089	AALBS:001089
KB672413	AALBS	CDS	19767624	19770002	.	-	0	AALB001090-RA	AALB001090-PA	AALB001090	AALBS:001090
KB672413	AALBS	CDS	19771107	19771260	.	+	0	AALB001091-RA	AALB001091-PA	AALB001091	AALBS:001091
KB672413	AALBS	CDS	19771324	19772090	.	+	2	AALB001091-RA	AALB001091-PA	AALB001091	AALBS:001091
KB672413	AALBS	CDS	19795371	19795387	.	-	0	AALB001092-RA	AALB001092-PA	AALB001092	AALBS:001092
KB672413	AALBS	CDS	19791964	19794772	.	-	1	AALB001092-RA	AALB001092-PA	AALB001092	AALBS:001092
KB672413	AALBS	CDS	20141858	20141954	.	-	0	AALB001100-RA	AALB001100-PA	AALB001100	AALBS:001100
KB672413	AALBS	CDS	20141360	20141687	.	-	2	AALB001100-RA	AALB001100-PA	AALB001100	AALBS:001100
KB672413	AALBS	CDS	20139816	20141277	.	-	1	AALB001100-RA	AALB001100-PA	AALB001100	AALBS:001100
KB672413	AALBS	CDS	20138723	20138812	.	-	0	AALB001100-RA	AALB001100-PA	AALB001100	AALBS:001100
KB672413	AALBS	CDS	20154948	20156123	.	-	0	AALB001101-RA	AALB001101-PA	AALB001101	AALBS:001101
KB672413	AALBS	CDS	20154677	20154809	.	-	0	AALB001101-RA	AALB001101-PA	AALB001101	AALBS:001101
KB672413	AALBS	CDS	20153213	20153311	.	-	2	AALB001101-RA	AALB001101-PA	AALB001101	AALBS:001101
KB672413	AALBS	CDS	20150285	20150384	.	-	2	AALB001101-RA	AALB001101-PA	AALB001101	AALBS:001101
KB672413	AALBS	CDS	20150026	20150200	.	-	1	AALB001101-RA	AALB001101-PA	AALB001101	AALBS:001101
KB672413	AALBS	CDS	20148920	20149006	.	-	0	AALB001101-RA	AALB001101-PA	AALB001101	AALBS:001101
KB672413	AALBS	CDS	20148720	20148838	.	-	0	AALB001101-RA	AALB001101-PA	AALB001101	AALBS:001101
KB672413	AALBS	CDS	20148511	20148622	.	-	1	AALB001101-RA	AALB001101-PA	AALB001101	AALBS:001101
KB672413	AALBS	CDS	20148141	20148395	.	-	0	AALB001101-RA	AALB001101-PA	AALB001101	AALBS:001101
KB672413	AALBS	CDS	20192257	20192572	.	+	0	AALB001102-RA	AALB001102-PA	AALB001102	AALBS:001102
KB672413	AALBS	CDS	20192680	20194358	.	+	2	AALB001102-RA	AALB001102-PA	AALB001102	AALBS:001102
KB672413	AALBS	CDS	20194428	20194496	.	+	0	AALB001102-RA	AALB001102-PA	AALB001102	AALBS:001102
KB672413	AALBS	CDS	20194575	20194769	.	+	0	AALB001102-RA	AALB001102-PA	AALB001102	AALBS:001102
KB672413	AALBS	CDS	20194843	20194978	.	+	0	AALB001102-RA	AALB001102-PA	AALB001102	AALBS:001102
KB672413	AALBS	CDS	20195054	20195109	.	+	2	AALB001102-RA	AALB001102-PA	AALB001102	AALBS:001102
KB672413	AALBS	CDS	20197077	20197243	.	+	0	AALB001102-RA	AALB001102-PA	AALB001102	AALBS:001102
KB672413	AALBS	CDS	20197327	20197768	.	+	1	AALB001102-RA	AALB001102-PA	AALB001102	AALBS:001102
KB672413	AALBS	CDS	20197838	20198101	.	+	0	AALB001102-RA	AALB001102-PA	AALB001102	AALBS:001102
KB672413	AALBS	CDS	20265567	20265690	.	+	0	AALB001105-RA	AALB001105-PA	AALB001105	AALBS:001105
KB672413	AALBS	CDS	20267782	20267950	.	+	2	AALB001105-RA	AALB001105-PA	AALB001105	AALBS:001105
KB672413	AALBS	CDS	20268023	20268357	.	+	1	AALB001105-RA	AALB001105-PA	AALB001105	AALBS:001105
KB672413	AALBS	CDS	20268425	20268636	.	+	2	AALB001105-RA	AALB001105-PA	AALB001105	AALBS:001105
KB672413	AALBS	CDS	20268894	20269010	.	+	0	AALB001105-RA	AALB001105-PA	AALB001105	AALBS:001105
KB672413	AALBS	CDS	20269447	20269576	.	+	0	AALB001105-RA	AALB001105-PA	AALB001105	AALBS:001105
KB672413	AALBS	CDS	20269646	20270032	.	+	2	AALB001105-RA	AALB001105-PA	AALB001105	AALBS:001105
KB672413	AALBS	CDS	20270304	20270534	.	+	2	AALB001105-RA	AALB001105-PA	AALB001105	AALBS:001105
KB672413	AALBS	CDS	20270641	20270859	.	+	2	AALB001105-RA	AALB001105-PA	AALB001105	AALBS:001105
KB672413	AALBS	CDS	20270940	20271088	.	+	2	AALB001105-RA	AALB001105-PA	AALB001105	AALBS:001105
KB672413	AALBS	CDS	20298598	20300913	.	+	0	AALB001108-RA	AALB001108-PA	AALB001108	AALBS:001108
KB672413	AALBS	CDS	20306895	20307004	.	-	0	AALB001110-RA	AALB001110-PA	AALB001110	AALBS:001110
KB672413	AALBS	CDS	20306720	20306822	.	-	1	AALB001110-RA	AALB001110-PA	AALB001110	AALBS:001110
KB672413	AALBS	CDS	20306523	20306637	.	-	0	AALB001110-RA	AALB001110-PA	AALB001110	AALBS:001110
KB672413	AALBS	CDS	20306284	20306441	.	-	2	AALB001110-RA	AALB001110-PA	AALB001110	AALBS:001110
KB672413	AALBS	CDS	20305932	20306201	.	-	0	AALB001110-RA	AALB001110-PA	AALB001110	AALBS:001110
KB672413	AALBS	CDS	20305553	20305840	.	-	0	AALB001110-RA	AALB001110-PA	AALB001110	AALBS:001110
KB672413	AALBS	CDS	20305238	20305525	.	-	0	AALB001110-RA	AALB001110-PA	AALB001110	AALBS:001110
KB672413	AALBS	CDS	20363808	20363837	.	+	0	AALB001111-RA	AALB001111-PA	AALB001111	AALBS:001111
KB672413	AALBS	CDS	20364325	20364386	.	+	0	AALB001111-RA	AALB001111-PA	AALB001111	AALBS:001111
KB672413	AALBS	CDS	20365590	20367228	.	+	1	AALB001111-RA	AALB001111-PA	AALB001111	AALBS:001111
KB672413	AALBS	CDS	20367345	20367540	.	+	0	AALB001111-RA	AALB001111-PA	AALB001111	AALBS:001111
KB672413	AALBS	CDS	20367856	20367970	.	+	2	AALB001111-RA	AALB001111-PA	AALB001111	AALBS:001111
KB672413	AALBS	CDS	20368053	20368557	.	+	1	AALB001111-RA	AALB001111-PA	AALB001111	AALBS:001111
KB672413	AALBS	CDS	20370086	20370221	.	+	0	AALB001112-RA	AALB001112-PA	AALB001112	AALBS:001112
KB672413	AALBS	CDS	20370695	20370906	.	+	2	AALB001112-RA	AALB001112-PA	AALB001112	AALBS:001112
KB672413	AALBS	CDS	20370997	20371323	.	+	0	AALB001112-RA	AALB001112-PA	AALB001112	AALBS:001112
KB672413	AALBS	CDS	20375507	20375548	.	-	0	AALB001113-RA	AALB001113-PA	AALB001113	AALBS:001113
KB672413	AALBS	CDS	20375320	20375356	.	-	0	AALB001113-RA	AALB001113-PA	AALB001113	AALBS:001113
KB672413	AALBS	CDS	20372493	20375133	.	-	2	AALB001113-RA	AALB001113-PA	AALB001113	AALBS:001113
KB672413	AALBS	CDS	20372061	20372412	.	-	1	AALB001113-RA	AALB001113-PA	AALB001113	AALBS:001113
KB672413	AALBS	CDS	20371858	20371983	.	-	0	AALB001113-RA	AALB001113-PA	AALB001113	AALBS:001113
KB672413	AALBS	CDS	20375762	20375857	.	+	0	AALB001114-RA	AALB001114-PA	AALB001114	AALBS:001114
KB672413	AALBS	CDS	20376121	20376377	.	+	0	AALB001114-RA	AALB001114-PA	AALB001114	AALBS:001114
KB672413	AALBS	CDS	20376448	20376585	.	+	1	AALB001114-RA	AALB001114-PA	AALB001114	AALBS:001114
KB672413	AALBS	CDS	20376652	20376967	.	+	1	AALB001114-RA	AALB001114-PA	AALB001114	AALBS:001114
KB672413	AALBS	CDS	20378419	20378461	.	-	0	AALB001115-RA	AALB001115-PA	AALB001115	AALBS:001115
KB672413	AALBS	CDS	20378203	20378326	.	-	2	AALB001115-RA	AALB001115-PA	AALB001115	AALBS:001115
KB672413	AALBS	CDS	20378054	20378133	.	-	1	AALB001115-RA	AALB001115-PA	AALB001115	AALBS:001115
KB672413	AALBS	CDS	20377614	20377993	.	-	2	AALB001115-RA	AALB001115-PA	AALB001115	AALBS:001115
KB672413	AALBS	CDS	20378737	20380155	.	+	0	AALB001116-RA	AALB001116-PA	AALB001116	AALBS:001116
KB672413	AALBS	CDS	20388810	20388826	.	+	0	AALB001119-RA	AALB001119-PA	AALB001119	AALBS:001119
KB672413	AALBS	CDS	20390482	20390578	.	+	1	AALB001119-RA	AALB001119-PA	AALB001119	AALBS:001119
KB672413	AALBS	CDS	20395056	20395695	.	+	0	AALB001119-RA	AALB001119-PA	AALB001119	AALBS:001119
KB672413	AALBS	CDS	20395955	20396142	.	+	2	AALB001119-RA	AALB001119-PA	AALB001119	AALBS:001119
KB672413	AALBS	CDS	20396266	20396798	.	+	0	AALB001119-RA	AALB001119-PA	AALB001119	AALBS:001119
KB672413	AALBS	CDS	20396942	20397173	.	+	1	AALB001119-RA	AALB001119-PA	AALB001119	AALBS:001119
KB672413	AALBS	CDS	20397270	20397521	.	+	0	AALB001119-RA	AALB001119-PA	AALB001119	AALBS:001119
KB672413	AALBS	CDS	20406681	20407030	.	-	0	AALB001120-RA	AALB001120-PA	AALB001120	AALBS:001120
KB672413	AALBS	CDS	20405079	20405214	.	-	1	AALB001120-RA	AALB001120-PA	AALB001120	AALBS:001120
KB672413	AALBS	CDS	20404111	20404542	.	-	0	AALB001120-RA	AALB001120-PA	AALB001120	AALBS:001120
KB672413	AALBS	CDS	20403115	20404041	.	-	0	AALB001120-RA	AALB001120-PA	AALB001120	AALBS:001120
KB672413	AALBS	CDS	20402604	20403038	.	-	0	AALB001120-RA	AALB001120-PA	AALB001120	AALBS:001120
KB672413	AALBS	CDS	20402373	20402542	.	-	0	AALB001120-RA	AALB001120-PA	AALB001120	AALBS:001120
KB672413	AALBS	CDS	20401696	20402305	.	-	1	AALB001120-RA	AALB001120-PA	AALB001120	AALBS:001120
KB672413	AALBS	CDS	20418125	20419045	.	-	0	AALB001121-RA	AALB001121-PA	AALB001121	AALBS:001121
KB672413	AALBS	CDS	20431775	20431785	.	+	0	AALB001124-RA	AALB001124-PA	AALB001124	AALBS:001124
KB672413	AALBS	CDS	20431854	20432364	.	+	1	AALB001124-RA	AALB001124-PA	AALB001124	AALBS:001124
KB672413	AALBS	CDS	20435769	20435799	.	-	0	AALB001126-RA	AALB001126-PA	AALB001126	AALBS:001126
KB672413	AALBS	CDS	20435384	20435590	.	-	2	AALB001126-RA	AALB001126-PA	AALB001126	AALBS:001126
KB672413	AALBS	CDS	20434954	20435312	.	-	2	AALB001126-RA	AALB001126-PA	AALB001126	AALBS:001126
KB672413	AALBS	CDS	20622387	20622434	.	+	0	AALB001131-RA	AALB001131-PA	AALB001131	AALBS:001131
KB672413	AALBS	CDS	20623834	20624032	.	+	0	AALB001131-RA	AALB001131-PA	AALB001131	AALBS:001131
KB672413	AALBS	CDS	20624246	20624286	.	+	2	AALB001131-RA	AALB001131-PA	AALB001131	AALBS:001131
KB672413	AALBS	CDS	20624377	20624542	.	+	0	AALB001131-RA	AALB001131-PA	AALB001131	AALBS:001131
KB672413	AALBS	CDS	20624619	20625670	.	+	2	AALB001131-RA	AALB001131-PA	AALB001131	AALBS:001131
KB672413	AALBS	CDS	20666247	20666672	.	+	0	AALB001135-RA	AALB001135-PA	AALB001135	AALBS:001135
KB672413	AALBS	CDS	20666736	20667031	.	+	0	AALB001135-RA	AALB001135-PA	AALB001135	AALBS:001135
KB672413	AALBS	CDS	20667108	20667243	.	+	1	AALB001135-RA	AALB001135-PA	AALB001135	AALBS:001135
KB672413	AALBS	CDS	20683584	20683711	.	+	0	AALB001138-RA	AALB001138-PA	AALB001138	AALBS:001138
KB672413	AALBS	CDS	20683835	20684088	.	+	1	AALB001138-RA	AALB001138-PA	AALB001138	AALBS:001138
KB672413	AALBS	CDS	20684154	20684219	.	+	2	AALB001138-RA	AALB001138-PA	AALB001138	AALBS:001138
KB672413	AALBS	CDS	20684305	20684426	.	+	2	AALB001138-RA	AALB001138-PA	AALB001138	AALBS:001138
KB672413	AALBS	CDS	20684515	20685249	.	+	0	AALB001138-RA	AALB001138-PA	AALB001138	AALBS:001138
KB672413	AALBS	CDS	20685320	20685502	.	+	0	AALB001138-RA	AALB001138-PA	AALB001138	AALBS:001138
KB672413	AALBS	CDS	20688719	20688852	.	-	0	AALB001139-RA	AALB001139-PA	AALB001139	AALBS:001139
KB672413	AALBS	CDS	20688352	20688624	.	-	1	AALB001139-RA	AALB001139-PA	AALB001139	AALBS:001139
KB672413	AALBS	CDS	20688204	20688288	.	-	1	AALB001139-RA	AALB001139-PA	AALB001139	AALBS:001139
KB672413	AALBS	CDS	20687999	20688140	.	-	0	AALB001139-RA	AALB001139-PA	AALB001139	AALBS:001139
KB672413	AALBS	CDS	20687804	20687934	.	-	2	AALB001139-RA	AALB001139-PA	AALB001139	AALBS:001139
KB672413	AALBS	CDS	20687564	20687742	.	-	0	AALB001139-RA	AALB001139-PA	AALB001139	AALBS:001139
KB672413	AALBS	CDS	20687316	20687491	.	-	1	AALB001139-RA	AALB001139-PA	AALB001139	AALBS:001139
KB672413	AALBS	CDS	20687003	20687238	.	-	2	AALB001139-RA	AALB001139-PA	AALB001139	AALBS:001139
KB672413	AALBS	CDS	20706953	20707011	.	-	0	AALB001140-RA	AALB001140-PA	AALB001140	AALBS:001140
KB672413	AALBS	CDS	20706448	20706846	.	-	1	AALB001140-RA	AALB001140-PA	AALB001140	AALBS:001140
KB672413	AALBS	CDS	20706199	20706367	.	-	1	AALB001140-RA	AALB001140-PA	AALB001140	AALBS:001140
KB672413	AALBS	CDS	20705933	20706124	.	-	0	AALB001140-RA	AALB001140-PA	AALB001140	AALBS:001140
KB672413	AALBS	CDS	20705680	20705858	.	-	0	AALB001140-RA	AALB001140-PA	AALB001140	AALBS:001140
KB672413	AALBS	CDS	20705439	20705614	.	-	1	AALB001140-RA	AALB001140-PA	AALB001140	AALBS:001140
KB672413	AALBS	CDS	20705106	20705359	.	-	2	AALB001140-RA	AALB001140-PA	AALB001140	AALBS:001140
KB672413	AALBS	CDS	20740247	20740252	.	+	0	AALB001141-RA	AALB001141-PA	AALB001141	AALBS:001141
KB672413	AALBS	CDS	20740762	20741819	.	+	0	AALB001141-RA	AALB001141-PA	AALB001141	AALBS:001141
KB672413	AALBS	CDS	20741905	20742061	.	+	1	AALB001141-RA	AALB001141-PA	AALB001141	AALBS:001141
KB672413	AALBS	CDS	20742143	20742403	.	+	0	AALB001141-RA	AALB001141-PA	AALB001141	AALBS:001141
KB672413	AALBS	CDS	20879268	20879299	.	+	0	AALB001142-RA	AALB001142-PA	AALB001142	AALBS:001142
KB672413	AALBS	CDS	20879724	20880251	.	+	1	AALB001142-RA	AALB001142-PA	AALB001142	AALBS:001142
KB672413	AALBS	CDS	20880633	20880910	.	+	1	AALB001142-RA	AALB001142-PA	AALB001142	AALBS:001142
KB672413	AALBS	CDS	20881352	20881434	.	+	2	AALB001142-RA	AALB001142-PA	AALB001142	AALBS:001142
KB672413	AALBS	CDS	20964353	20964455	.	+	0	AALB001145-RA	AALB001145-PA	AALB001145	AALBS:001145
KB672413	AALBS	CDS	20964522	20964568	.	+	2	AALB001145-RA	AALB001145-PA	AALB001145	AALBS:001145
KB672413	AALBS	CDS	20964700	20965560	.	+	0	AALB001145-RA	AALB001145-PA	AALB001145	AALBS:001145
KB672413	AALBS	CDS	20967877	20967932	.	-	0	AALB001146-RA	AALB001146-PA	AALB001146	AALBS:001146
KB672413	AALBS	CDS	20967670	20967798	.	-	1	AALB001146-RA	AALB001146-PA	AALB001146	AALBS:001146
KB672413	AALBS	CDS	20967270	20967632	.	-	1	AALB001146-RA	AALB001146-PA	AALB001146	AALBS:001146
KB672413	AALBS	CDS	20966952	20967207	.	-	1	AALB001146-RA	AALB001146-PA	AALB001146	AALBS:001146
KB672413	AALBS	CDS	20966687	20966820	.	-	0	AALB001146-RA	AALB001146-PA	AALB001146	AALBS:001146
KB672413	AALBS	CDS	20966022	20966667	.	-	1	AALB001146-RA	AALB001146-PA	AALB001146	AALBS:001146
KB672413	AALBS	CDS	20968212	20969543	.	-	0	AALB001148-RA	AALB001148-PA	AALB001148	AALBS:001148
KB672413	AALBS	CDS	20970731	20970790	.	+	0	AALB001149-RA	AALB001149-PA	AALB001149	AALBS:001149
KB672413	AALBS	CDS	20970863	20970927	.	+	0	AALB001149-RA	AALB001149-PA	AALB001149	AALBS:001149
KB672413	AALBS	CDS	20970987	20971209	.	+	1	AALB001149-RA	AALB001149-PA	AALB001149	AALBS:001149
KB672413	AALBS	CDS	20971275	20971388	.	+	0	AALB001149-RA	AALB001149-PA	AALB001149	AALBS:001149
KB672413	AALBS	CDS	20973849	20973981	.	-	0	AALB001150-RA	AALB001150-PA	AALB001150	AALBS:001150
KB672413	AALBS	CDS	20973624	20973739	.	-	2	AALB001150-RA	AALB001150-PA	AALB001150	AALBS:001150
KB672413	AALBS	CDS	20973229	20973555	.	-	0	AALB001150-RA	AALB001150-PA	AALB001150	AALBS:001150
KB672413	AALBS	CDS	20973005	20973156	.	-	0	AALB001150-RA	AALB001150-PA	AALB001150	AALBS:001150
KB672413	AALBS	CDS	20972526	20972931	.	-	1	AALB001150-RA	AALB001150-PA	AALB001150	AALBS:001150
KB672413	AALBS	CDS	20972118	20972449	.	-	0	AALB001150-RA	AALB001150-PA	AALB001150	AALBS:001150
KB672413	AALBS	CDS	20971556	20972042	.	-	1	AALB001150-RA	AALB001150-PA	AALB001150	AALBS:001150
KB672413	AALBS	CDS	20974699	20974722	.	+	0	AALB001151-RA	AALB001151-PA	AALB001151	AALBS:001151
KB672413	AALBS	CDS	20974884	20975007	.	+	0	AALB001151-RA	AALB001151-PA	AALB001151	AALBS:001151
KB672413	AALBS	CDS	20975081	20975235	.	+	2	AALB001151-RA	AALB001151-PA	AALB001151	AALBS:001151
KB672413	AALBS	CDS	20975303	20975536	.	+	0	AALB001151-RA	AALB001151-PA	AALB001151	AALBS:001151
KB672413	AALBS	CDS	20978973	20979056	.	+	0	AALB001154-RA	AALB001154-PA	AALB001154	AALBS:001154
KB672413	AALBS	CDS	20979147	20979387	.	+	0	AALB001154-RA	AALB001154-PA	AALB001154	AALBS:001154
KB672413	AALBS	CDS	20979470	20979603	.	+	2	AALB001154-RA	AALB001154-PA	AALB001154	AALBS:001154
KB672413	AALBS	CDS	20998909	20999901	.	+	0	AALB001157-RA	AALB001157-PA	AALB001157	AALBS:001157
KB672413	AALBS	CDS	21026255	21026407	.	-	0	AALB001159-RA	AALB001159-PA	AALB001159	AALBS:001159
KB672413	AALBS	CDS	21025514	21026137	.	-	0	AALB001159-RA	AALB001159-PA	AALB001159	AALBS:001159
KB672413	AALBS	CDS	21024753	21025428	.	-	0	AALB001159-RA	AALB001159-PA	AALB001159	AALBS:001159
KB672413	AALBS	CDS	21023917	21024632	.	-	2	AALB001159-RA	AALB001159-PA	AALB001159	AALBS:001159
KB672413	AALBS	CDS	21023417	21023857	.	-	0	AALB001159-RA	AALB001159-PA	AALB001159	AALBS:001159
KB672413	AALBS	CDS	21023110	21023263	.	-	0	AALB001159-RA	AALB001159-PA	AALB001159	AALBS:001159
KB672413	AALBS	CDS	21022857	21022967	.	-	2	AALB001159-RA	AALB001159-PA	AALB001159	AALBS:001159
KB672413	AALBS	CDS	21022019	21022788	.	-	2	AALB001159-RA	AALB001159-PA	AALB001159	AALBS:001159
KB672413	AALBS	CDS	21021867	21021953	.	-	0	AALB001159-RA	AALB001159-PA	AALB001159	AALBS:001159
KB672413	AALBS	CDS	21021678	21021791	.	-	0	AALB001159-RA	AALB001159-PA	AALB001159	AALBS:001159
KB672413	AALBS	CDS	21036726	21037625	.	+	0	AALB001160-RA	AALB001160-PA	AALB001160	AALBS:001160
KB672413	AALBS	CDS	21082977	21083187	.	-	0	AALB001162-RA	AALB001162-PA	AALB001162	AALBS:001162
KB672413	AALBS	CDS	21082119	21082879	.	-	2	AALB001162-RA	AALB001162-PA	AALB001162	AALBS:001162
KB672413	AALBS	CDS	21081790	21082048	.	-	0	AALB001162-RA	AALB001162-PA	AALB001162	AALBS:001162
KB672413	AALBS	CDS	21080498	21080931	.	-	2	AALB001162-RA	AALB001162-PA	AALB001162	AALBS:001162
KB672413	AALBS	CDS	21079554	21080414	.	-	0	AALB001162-RA	AALB001162-PA	AALB001162	AALBS:001162
KB672413	AALBS	CDS	21078958	21079054	.	-	0	AALB001162-RA	AALB001162-PA	AALB001162	AALBS:001162
KB672413	AALBS	CDS	21078718	21078864	.	-	2	AALB001162-RA	AALB001162-PA	AALB001162	AALBS:001162
KB672413	AALBS	CDS	21077832	21078517	.	-	2	AALB001162-RA	AALB001162-PA	AALB001162	AALBS:001162
KB672413	AALBS	CDS	21094953	21095152	.	+	0	AALB001164-RA	AALB001164-PA	AALB001164	AALBS:001164
KB672413	AALBS	CDS	21095222	21095352	.	+	1	AALB001164-RA	AALB001164-PA	AALB001164	AALBS:001164
KB672413	AALBS	CDS	21095419	21095624	.	+	2	AALB001164-RA	AALB001164-PA	AALB001164	AALBS:001164
KB672413	AALBS	CDS	21095702	21096658	.	+	0	AALB001164-RA	AALB001164-PA	AALB001164	AALBS:001164
KB672413	AALBS	CDS	21096737	21096964	.	+	0	AALB001164-RA	AALB001164-PA	AALB001164	AALBS:001164
KB672413	AALBS	CDS	21116728	21117257	.	+	0	AALB001166-RA	AALB001166-PA	AALB001166	AALBS:001166
KB672413	AALBS	CDS	21117336	21118260	.	+	1	AALB001166-RA	AALB001166-PA	AALB001166	AALBS:001166
KB672413	AALBS	CDS	21118501	21119011	.	+	0	AALB001166-RA	AALB001166-PA	AALB001166	AALBS:001166
KB672413	AALBS	CDS	21121499	21121689	.	+	2	AALB001166-RA	AALB001166-PA	AALB001166	AALBS:001166
KB672413	AALBS	CDS	21132910	21133014	.	-	0	AALB001167-RA	AALB001167-PA	AALB001167	AALBS:001167
KB672413	AALBS	CDS	21131031	21131114	.	-	0	AALB001167-RA	AALB001167-PA	AALB001167	AALBS:001167
KB672413	AALBS	CDS	21130722	21130958	.	-	0	AALB001167-RA	AALB001167-PA	AALB001167	AALBS:001167
KB672413	AALBS	CDS	21130175	21130643	.	-	0	AALB001167-RA	AALB001167-PA	AALB001167	AALBS:001167
KB672413	AALBS	CDS	21129881	21130083	.	-	2	AALB001167-RA	AALB001167-PA	AALB001167	AALBS:001167
KB672413	AALBS	CDS	21127838	21129801	.	-	0	AALB001167-RA	AALB001167-PA	AALB001167	AALBS:001167
KB672413	AALBS	CDS	21126703	21127212	.	-	1	AALB001167-RA	AALB001167-PA	AALB001167	AALBS:001167
KB672413	AALBS	CDS	21124980	21125036	.	-	1	AALB001167-RA	AALB001167-PA	AALB001167	AALBS:001167
KB672413	AALBS	CDS	21123935	21124073	.	-	1	AALB001167-RA	AALB001167-PA	AALB001167	AALBS:001167
KB672413	AALBS	CDS	21123568	21123857	.	-	0	AALB001167-RA	AALB001167-PA	AALB001167	AALBS:001167
KB672413	AALBS	CDS	21122855	21123496	.	-	1	AALB001167-RA	AALB001167-PA	AALB001167	AALBS:001167
KB672413	AALBS	CDS	21122425	21122563	.	-	1	AALB001167-RA	AALB001167-PA	AALB001167	AALBS:001167
KB672413	AALBS	CDS	21236846	21236996	.	+	0	AALB001170-RA	AALB001170-PA	AALB001170	AALBS:001170
KB672413	AALBS	CDS	21237687	21237905	.	+	2	AALB001170-RA	AALB001170-PA	AALB001170	AALBS:001170
KB672413	AALBS	CDS	21244119	21244546	.	+	2	AALB001170-RA	AALB001170-PA	AALB001170	AALBS:001170
KB672413	AALBS	CDS	21245693	21246320	.	+	0	AALB001170-RA	AALB001170-PA	AALB001170	AALBS:001170
KB672413	AALBS	CDS	21246438	21246585	.	+	2	AALB001170-RA	AALB001170-PA	AALB001170	AALBS:001170
KB672413	AALBS	CDS	21250055	21250527	.	+	1	AALB001170-RA	AALB001170-PA	AALB001170	AALBS:001170
KB672413	AALBS	CDS	21250610	21250996	.	+	2	AALB001170-RA	AALB001170-PA	AALB001170	AALBS:001170
KB672413	AALBS	CDS	21251455	21251994	.	+	2	AALB001170-RA	AALB001170-PA	AALB001170	AALBS:001170
KB672413	AALBS	CDS	21252656	21252804	.	+	2	AALB001170-RA	AALB001170-PA	AALB001170	AALBS:001170
KB672413	AALBS	CDS	21252931	21253215	.	+	0	AALB001170-RA	AALB001170-PA	AALB001170	AALBS:001170
KB672413	AALBS	CDS	21253299	21253586	.	+	0	AALB001170-RA	AALB001170-PA	AALB001170	AALBS:001170
KB672413	AALBS	CDS	21253664	21253750	.	+	0	AALB001170-RA	AALB001170-PA	AALB001170	AALBS:001170
KB672413	AALBS	CDS	21253843	21253908	.	+	0	AALB001170-RA	AALB001170-PA	AALB001170	AALBS:001170
KB672413	AALBS	CDS	21254816	21254857	.	+	0	AALB001170-RA	AALB001170-PA	AALB001170	AALBS:001170
KB672413	AALBS	CDS	21254949	21255038	.	+	0	AALB001170-RA	AALB001170-PA	AALB001170	AALBS:001170
KB672413	AALBS	CDS	21255153	21255232	.	+	0	AALB001170-RA	AALB001170-PA	AALB001170	AALBS:001170
KB672413	AALBS	CDS	21255296	21255444	.	+	1	AALB001170-RA	AALB001170-PA	AALB001170	AALBS:001170
KB672413	AALBS	CDS	21255694	21260335	.	+	2	AALB001170-RA	AALB001170-PA	AALB001170	AALBS:001170
KB672413	AALBS	CDS	21260515	21260639	.	+	1	AALB001170-RA	AALB001170-PA	AALB001170	AALBS:001170
KB672413	AALBS	CDS	21260713	21260825	.	+	2	AALB001170-RA	AALB001170-PA	AALB001170	AALBS:001170
KB672413	AALBS	CDS	21262682	21262803	.	+	0	AALB001170-RA	AALB001170-PA	AALB001170	AALBS:001170
KB672413	AALBS	CDS	21262936	21263086	.	+	1	AALB001170-RA	AALB001170-PA	AALB001170	AALBS:001170
KB672413	AALBS	CDS	21263154	21263347	.	+	0	AALB001170-RA	AALB001170-PA	AALB001170	AALBS:001170
KB672413	AALBS	CDS	21263737	21264922	.	+	1	AALB001170-RA	AALB001170-PA	AALB001170	AALBS:001170
KB672413	AALBS	CDS	21265003	21265124	.	+	0	AALB001170-RA	AALB001170-PA	AALB001170	AALBS:001170
KB672413	AALBS	CDS	21265212	21265368	.	+	1	AALB001170-RA	AALB001170-PA	AALB001170	AALBS:001170
KB672413	AALBS	CDS	21272896	21273034	.	-	0	AALB001172-RA	AALB001172-PA	AALB001172	AALBS:001172
